dep,1=的
nidg,1=逆
lcxp,1=廖
anrl,1=俺
zrjs,1=钻
xrwi,1=玄
mzsl,1=眉
iisg,1=迟
uivs,1=狮
gkdd,1=糕
gshb,1=贡
qqph,1=丘
gvmh,1=柜
gsgv,1=弓
dipw,1=敌
tlfi,1=抬
quvh,1=驱
grxv,1=惯
wzat,1=谓
jmcz,1=荐
rbvm,1=柔
bofv,1=拨
cvvf,1=翠
dopj,1=躲
xxrd,1=斜
qmls,1=牵
grpc,1=罐
tjfy,1=摊
jipx,1=祭
xdcv,1=巷
tazu,1=踏
dusl,1=督
xipx,2=悉
ibpd,1=臭
gebo,1=割
yunk,1=娱
pifv,1=披
luqd,1=炉
didg,1=递
xxfr,1=携
pcsp,1=飘
isgx,1=崇
bosd,1=卜
mupw,1=牧
xihd,1=袭
pcus,1=漂
bafb,1=扒
lqzt,1=瘤
eepn,1=鹅
duyt,1=肚
uywd,1=衰
vkpd,1=兆
mmmp,1=棉
ludv,1=禄
zakp,1=咋
hbvr,1=猴
pycu,1=萍
qypx,1=卿
ibgc,1=筹
ytzp,1=跃
vddt,1=壮
pgfh,1=捧
lddd,2=粮
dckj,1=吊
kvlt,1=奎
ypiv,1=允
bkgb,1=鲍
hriv,1=幻
xyho,1=刑
ufxf,1=慎
cjxi,1=惨
tofb,1=拓
zlbq,1=灾
fgiw,1=缝
kudx,1=裤
cofc,1=措
pull,1=曝
sudt,1=塑
hedn,1=鹤
xpvg,1=巡
ysuv,1=涌
iovh,1=戳
kptl,1=坤
gakc,1=噶
xwyy,1=霞
mkpb,1=贸
jyrv,1=径
rreh,1=阮
ujdh,1=扇
jcuh,1=浇
horq,1=伙
svdg,1=遂
lxhd,1=裂
lcvg,1=辽
njmf,1=楠
jmsj,1=鉴
xskv,1=兄
wgbh,1=翁
xncx,1=芯
ybse,1=邮
lvsx,1=虑
isbd,1=宠
poun,1=婆
pihv,1=匹
gvgv,1=龟
fhrw,1=仿
clfd,1=裁
cshd,1=聪
bzbp,1=碑
uepk,1=舌
jcms,1=椒
xtbb,1=穴
qcws,1=敲
xmgw,1=弦
uabs,1=砂
quhn,1=娶
fuxr,1=腐
tynw,1=婷
thtk,1=趟
yurg,1=逾
jmgo,1=箭
qiwc,2=琪
ykpg,2=遥
mucx,1=慕
mhcv,1=芒
kwlv,1=夸
iphk,1=唇
huvp,1=狐
zues,2=阻
loot,1=螺
gbbi,1=勾
ghph,1=缸
lmqh,1=炼
neas,1=讷
lihl,2=励
mlyd,1=脉
yurx,1=愈
mbac,1=谋
ljgh,1=篮
yirj,1=役
jufh,1=拒
pyth,1=坪
zsir,1=纵
vfsb,1=贞
veuf,1=浙
bjtp,1=坂
ytpv,1=粤
dbfd,1=抖
ffib,1=纷
bofl,1=勃
tjth,1=坛
xrsx,1=悬
vits,1=址
byhd,1=丙
hfvx,1=狠
quum,1=渠
bzkb,1=呗
uahw,1=厦
xwrh,1=侠
dxoc,1=蝶
hvrg,1=徽
lzbb,1=磊
ukbd,1=勺
ierh,1=彻
yycd,1=莹
hsoh,1=虹
jnux,1=浸
dcjb,1=钓
surb,1=俗
dpzd,1=蹲
xxhe,1=邪
vlbh,1=窄
sjrf,1=伞
jngl,1=筋
zzbh,1=贼
vsyk,1=肿
ujmp,1=杉
dylh,1=盯
uypv,1=甩
dxbd,1=爹
guck,1=菇
jurs,1=俱
lqup,1=溜
gyfk,1=拐
chvr,1=舱
hgws,1=亨
qyrh,1=倾
fjpi,1=繁
jiwg,1=迹
tphk,1=吞
yjbn,1=宴
vbvd,1=舟
vlbm,1=寨
muwt,1=亩
rvsl,1=睿
xmbv,1=宪
vftp,1=圳
fgmp,1=枫
qyph,1=氢
wohs,1=卧
nhhd,1=囊
qmad,1=谦
bnmp,1=彬
xrwp,1=旋
yuhe,1=郁
tsms,1=桐
mkjl,1=帽
pycf,1=苹
yiml,1=椅
yixv,1=忆
hdcv,1=荒
fjjj,1=帆
uuus,1=淑
nody,1=糯
wfow,1=蚊
xuit,1=绪
recx,1=惹
lmxd,1=廉
vfar,1=诊
zbge,1=邹
ibex,1=愁
ziud,1=滋
qihl,1=契
ckmh,1=槽
gunf,1=姑
mucl,1=募
dcpr,1=雕
dakl,1=哒
wfkb,1=吻
vjcq,1=蘸
djlh,1=旦
jrfk,1=捐
phxd,1=庞
qdyb,1=腔
cidd,1=瓷
urus,1=涮
xpvg,2=迅
fuhw,1=敷
iefw,1=撤
wubp,1=勿
xwlb,1=瞎
qwxr,1=恰
uirt,1=仕
lqbw,1=硫
ruun,1=汝
xscs,1=凶
lnxd,1=麟
guzp,1=孤
dubt,1=赌
dkep,1=稻
jpvi,1=骏
xpkl,1=勋
qusg,1=屈
batb,1=坝
eehv,1=厄
fgow,1=蜂
rsck,1=蓉
tkfb,1=掏
nxfl,1=捏
txjs,1=帖
zidn,1=姿
gowd,1=裹
bisy,1=臂
pufs,1=扑
wfyc,1=雯
qnjg,1=钦
zidk,1=咨
qims,1=栖
ybxh,1=忧
ujwp,1=珊
igmv,1=橙
ifxt,1=尘
lrpv,2=卵
lnre,1=邻
dbhg,1=逗
birv,1=彼
fznv,1=妃
ipsw,1=醇
jxfl,1=揭
farh,1=伐
dhcp,1=荡
xprp,1=循
nqfv,1=扭
gruc,1=灌
ukoe,1=邵
xntl,1=馨
qigt,1=鳍
qnrx,1=侵
mhwl,1=盲
tjus,1=潭
yith,1=壹
fuch,2=辐
qsww,1=琼
mfmx,1=闷
dxyh,1=叠
cipw,1=辞
mkcp,1=茅
iftp,1=趁
lyjr,1=铃
yacp,1=芽
rsub,1=溶
fucl,1=芙
jtkp,1=嚼
ujdp,1=衫
ivph,1=垂
yiud,1=溢
heed,1=禾
bjbh,1=颁
vjcp,1=斩
bzsx,1=悲
gvzg,1=跪
divq,1=狄
yiwk,1=裔
yknp,2=妖
aipe,1=矮
vlws,1=斋
saus,1=洒
fjcu,1=藩
jcnp,1=娇
keml,1=棵
uuvw,1=疏
jwjl,1=钾
hkwv,1=毫
kjho,1=刊
iifh,1=翅
yjks,1=咽
cibd,1=磁
lihp,1=厉
yifp,1=抑
yanh,1=娅
jrnk,1=娟
vump,1=株
ijdd,1=禅
zbhl,1=奏
xnjw,1=锌
ypbh,1=匀
migg,1=弥
nuny,1=奴
vjga,1=詹
hkll,1=昊
hyur,1=淮
turt,1=徒
yuwr,1=於
uwhn,1=耍
hjdf,1=罕
lusc,1=卤
timd,1=梯
yuda,1=誉
xrqw,1=炫
bufh,1=捕
pgcg,1=蓬
bmdc,1=扁
komk,1=阔
tjuy,1=滩
yuxr,1=愉
kfks,1=啃
sgrd,1=僧
yhzs,1=痒
yuro,1=俞
tgyd,2=滕
wlhh,1=歪
zpdg,1=遵
lvvd,1=驴
jddu,1=浆
grvb,1=贯
powp,1=珀
wuxh,1=悟
fubh,1=赋
ditl,1=堤
gscx,1=恭
bjfb,1=扮
yafl,1=押
yjhq,1=雁
hscy,1=轰
ssbh,1=颂
lvus,1=滤
iivv,1=驰
tphv,1=屯
zkqk,1=燥
anyb,1=胺
nydp,1=凝
vfmd,1=枕
lluh,1=濑
dlrq,1=黛
zjfp,1=攒
iisd,1=尺
ljsv,1=览
ykwp,1=瑶
mcfc,1=描
ybvh,1=犹
kakl,1=咖
yrfp,1=援
spgp,1=笋
lvpu,1=氯
xncs,1=薪
sveh,2=穗
zidz,1=籽
tjrb,1=贪
qiwl,1=琦
ivjp,1=锤
ugik,1=绳
ndsd,1=酿
ookp,2=噢
ntsh,1=虐
jqiv,1=纠
bfgh,1=笨
piyp,1=脾
yuwr,2=瑜
ggmh,1=梗
djpq,1=氮
jmbh,1=碱
yuug,1=渔
xqds,1=袖
rury,1=儒
bfch,1=苯
mzyd,1=霉
lxvc,1=猎
lodl,1=裸
eeke,1=鄂
hkte,1=郝
mmlv,1=眠
byqh,1=炳
lkbs,1=牢
lcfl,1=撩
zkhd,1=枣
uaix,1=纱
uuhp,1=殊
vexg,1=遮
zkdh,1=糟
nxhy,1=聂
djap,1=诞
wzxr,1=惟
ybrx,1=悠
ybgi,1=幽
pazb,1=趴
yiil,1=矣
nmes,1=黏
vsdd,1=冢
ihrs,1=偿
uuso,1=蜀
yrnp,1=媛
tush,1=凸
hdlv,1=晃
vhjp,1=帐
bkyb,1=胞
bhih,1=绑
ykbg,1=窑
yjnh,1=妍
jxtl,1=劫
hlku,1=嗨
xtso,1=削
ynpj,1=殷
cibl,1=赐
pucd,1=葡
vdmx,1=桩
pgmy,1=棚
waot,1=蛙
naks,1=呐
ipuw,1=淳
xmyp,1=腺
lnym,1=霖
idmh,1=闯
jywq,1=靖
yuub,1=浴
yuvg,1=豫
khfh,1=扛
rfod,1=刃
yybn,1=婴
xiym,1=膝
jumv,1=橘
ykhv,1=尧
qmrq,1=倩
tyvp,1=艇
cjqg,1=灿
lnbd,1=磷
bgbu,1=泵
hskc,1=哄
xyyl,1=腥
dbzh,1=痘
bggy,1=崩
uush,1=竖
csrh,1=丛
fuhd,1=甫
yemh,1=椰
hdqp,1=煌
xxlg,1=歇
tsgk,1=筒
yrup,1=渊
dbpv,1=兜
zkkk,1=噪
cphe,1=邨
ybae,1=诱
bovo,1=剥
mnmo,1=闽
xuxp,1=恤
zhcc,1=葬
hjfr,1=翰
hrqg,1=焕
uiss,1=尸
xymk,1=杏
vhyp,1=胀
chcv,1=苍
yjyl,1=腌
ooks,1=喔
pucu,1=蒲
pzsd,1=裴
tspp,1=彤
qmjj,1=铅
rbfv,1=揉
rkfh,1=扰
layc,1=腊
fapd,1=乏
bmwa,1=辩
qtxq,1=雀
kjtc,1=堪
xxuc,1=泄
xixc,1=惜
lhxe,1=廊
bzsc,1=辈
sikv,1=嗣
uilv,1=匙
hbkr,1=喉
uipl,1=矢
ysud,1=泳
puth,1=埔
suvd,1=肃
zimw,1=梓
gbjb,1=钩
jmbh,2=贱
yiwl,1=奕
nirp,1=倪
xqie,1=绣
lism,1=栗
fflt,1=奋
ybrh,2=佑
vkpd,2=爪
mmip,1=绵
bmwd,1=辨
gshb,2=龚
cgzd,1=蹭
ibep,1=稠
locd,1=萝
iguv,1=澄
mkpp,1=貌
hvld,1=晖
lucs,1=芦
najs,1=钠
ulgj,1=筛
fufh,2=抚
yrpx,1=怨
uucv,1=蔬
vujh,1=铸
ijix,1=缠
jmyx,1=艰
uism,1=屎
ghmh,1=杠
yjru,1=衍
cugl,1=簇
jyqs,1=靓
tatl,1=塌
zsmb,1=棕
jpjb,1=钧
jdgh,1=疆
xipd,1=夕
yhrp,1=仰
zlbf,1=宰
uucl,1=薯
ruck,1=茹
mfqm,1=焖
wzih,1=纬
vhwp,1=彰
kakb,1=喀
mouh,1=沫
lmbj,1=帘
tsss,1=酮
fups,1=氟
uumw,1=梳
bkpb,1=豹
ikvm,1=巢
ujeh,1=陕
vvet,1=坠
jisb,1=冀
bowv,1=玻
qchh,2=翘
xppq,1=熏
tjzq,1=痰
ypek,1=陨
vksf,1=罩
tjgq,1=炭
qmcs,1=茜
pjlb,1=盼
pjmf,1=攀
mzjd,1=镁
cofd,1=搓
jcfd,1=搅
hfzd,1=痕
ljfd,1=拦
xwgh,1=峡
mzpm,1=魅
xild,1=曦
cidv,1=祠
tyuh,1=汀
bmbp,1=贬
ipho,1=蠢
yads,1=丫
bxdx,1=憋
qigf,1=岐
popg,1=迫
miad,1=谜
toeb,1=陀
jnac,1=谨
gghh,1=耕
vbgv,1=皱
gvbt,1=硅
uaco,1=刹
yuur,1=渝
lvsw,1=履
xury,1=叙
hdxc,1=慌
bhbw,1=磅
xdhl,1=厢
lvsn,1=屡
wuhh,2=巫
wjnb,1=婉
yihd,1=夷
jcsw,1=饺
tjky,1=叹
ibrp,1=仇
hekh,2=呵
fjml,1=樊
uirt,2=侍
aiwd,1=哀
nihv,1=匿
lufg,1=撸
juph,1=矩
bypd,1=秉
aorq,1=傲
gypv,1=乖
visp,1=酯
dyjh,1=钉
bofh,1=搏
pouv,1=泼
wzwh,1=玮
jmzh,1=践
ybps,1=釉
kvcl,1=葵
ligl,1=鲤
yugh,2=屿
bacv,1=芭
bjwp,1=瓣
yukr,1=喻
xibv,1=兮
uagq,1=煞
xuct,1=蓄
qudt,1=祛
uifr,1=拾
gghq,1=耿
ljgc,1=岚
qcrp,1=侨
xxpv,1=卸
hvxh,1=恢
uifg,1=逝
yupd,1=禹
jygw,1=鲸
aosh,1=凹
dbbl,1=窦
poup,1=泊
dmbs,1=碘
wzcc,1=蔚
oucd,1=藕
kekw,1=咳
rksh,1=饶
laoc,1=蜡
aifi,1=挨
jwck,1=茄
zkqt,1=灶
hbkz,1=吼
vyfl,1=拽
mmih,1=缅
vbkj,1=咒
hkpp,1=皓
uull,1=暑
gakh,1=嘎
lycw,1=菱
tmph,1=舔
vfrs,1=侦
yikv,1=邑
hodk,1=祸
ivmr,1=椎
ypci,1=芸
luwz,1=璐
xtcr,1=靴
lbkd,1=喽
pisv,1=屁
yagt,1=崖
vofz,1=捉
likl,1=哩
fzsc,1=斐
wufh,1=捂
jwlg,1=迦
xmip,1=纤
shfd,1=丧
xxmh,1=械
basi,1=罢
idjw,1=幢
vhhd,1=丈
lijl,1=锂
mkvp,1=矛
yjfl,1=掩
lzit,1=垒
sveh,3=隋
jtpc,1=爵
ynbb,1=寅
yucs,1=芋
vfjs,1=帧
hrmh,1=桓
qmfp,1=乾
jidy,1=脊
zlfk,1=哉
rsih,1=绒
yskd,1=咏
xmfp,1=掀
dmbt,1=甸
mckc,1=喵
mnmc,1=闵
zkcm,1=藻
ckdp,1=糙
gsfc,1=拱
liww,1=璃
jdhv,1=匠
qcrs,1=俏
xnlp,1=昕
yizy,1=疫
topn,1=妥
hgkw,1=哼
skvy,1=骚
lnfr,1=拎
bymh,1=柄
lxxl,1=劣
lprv,1=仑
jihh,1=棘
somi,1=梭
tlck,1=苔
ifdc,1=衬
fupf,1=阜
ypch,1=蕴
tljl,1=钛
ufui,1=渗
vaph,1=乍
qicg,1=欺
qihd,1=戚
vhrh,1=仗
dujx,1=镀
gern,1=鸽
juqs,1=焗
kbby,1=寇
viuc,1=滞
xyhe,1=邢
pisw,1=辟
vglg,1=睁
yusl,1=虞
ljfs,1=揽
jtfs,1=掘
fftw,1=坟
jylq,1=睛
jmhp,1=歼
xdwd,1=襄
yswq,1=雍
ljum,1=澜
pzuh,1=沛
mikd,1=咪
garl,1=伽
lmjx,1=镰
uplp,1=瞬
wjyb,1=腕
jxcs,2=芥
hzks,1=嘿
ggdl,1=羹
qncs,1=芹
yinh,1=姨
jcbr,1=礁
eekh,1=呃
gpml,1=棍
qmgr,2=嵌
anpn,1=氨
bzpf,1=卑
yiod,1=蚁
xxud,1=泻
cisr,1=雌
mzcd,1=莓
anxv,1=庵
lngd,1=鳞
keul,1=渴
tpsy,1=臀
xxsy,1=屑
grcv,1=莞
zkuk,1=澡
uell,1=奢
jccp,1=轿
igld,1=晟
gejw,1=铬
famd,1=阀
yjul,1=淹
fzys,1=腓
vouo,1=浊
ikqs,1=焯
kbfh,1=抠
bcsp,1=彪
nofv,1=挪
nyfb,1=拧
hohx,1=惑
upps,1=舜
mbis,1=牟
hvxp,1=悔
lcbx,1=寮
ziuq,1=渍
jnjs,1=巾
aibl,1=碍
rjsh,1=冉
xwvh,1=狭
gvtt,1=圭
yjhd,1=厌
blrh,1=佰
tjmw,1=檀
jnmc,1=槿
dptw,1=墩
xiqc,1=烯
zuwf,1=卒
xmrj,1=衔
tizw,1=蹄
wzqh,1=炜
juvb,1=驹
liuh,1=沥
gwts,1=卦
qnux,1=沁
hppl,1=昏
yrth,1=垣
qwfg,1=掐
yjmh,1=阎
vipl,2=旨
fjmd,1=梵
muum,1=沐
vkds,1=肇
jpgi,1=峻
dmuf,1=滇
pikp,1=啤
fupz,1=孚
vkuo,1=沼
bgzg,1=蹦
ijsg,1=馋
ysxs,1=庸
pizy,1=疲
seuo,1=涩
dmfh,1=颠
wfuw,1=汶
ggxd,1=庚
kvps,1=魁
dxkb,1=嗲
xdjw,1=镶
jyco,1=荆
hpcc,1=荤
qmkg,1=遣
mjcy,1=蔓
tsfv,1=捅
yulx,1=愚
zszb,1=踪
thsm,1=棠
digh,1=笛
divq,2=翟
vfsh,1=甄
mlyt,1=霾
bidc,1=弊
ybdh,1=祐
kebt,1=磕
ffsb,1=酚
yitd,1=懿
zkpv,1=皂
ynkr,1=吟
yujw,1=钰
moeh,1=陌
cfgv,1=岑
xicl,1=昔
mxkd,1=咩
xcbs,1=硝
yjmh,2=闫
moxi,2=麽
jych,1=茎
mznv,1=媚
rfho,1=韧
gjww,1=赣
wzsx,1=慰
yuva,1=狱
wadh,1=袜
hpud,1=浑
vaap,1=诈
lkqw,1=烙
bjep,1=阪
livu,1=隶
totb,1=坨
xxah,1=谐
mclc,1=瞄
qide,1=祁
sidv,1=祀
kjrk,1=侃
jnwc,1=瑾
qidc,1=祺
fzug,1=沸
dojy,1=铎
vjhh,1=盏
dykh,1=叮
vihf,1=殖
lihd,2=吏
yedi,1=冶
cohl,1=厝
tusl,1=屠
irkg,1=喘
drjp,1=锻
yrvt,1=猿
vfhh,1=臻
pjtd,1=畔
blfb,1=掰
vbvh,1=骤
yncl,1=茵
ynns,1=姻
vams,1=闸
qiil,1=绮
qclr,1=瞧
fzks,1=啡
nqnv,1=妞
lbdn,1=娄
xrch,2=萱
ujgd,1=鳝
ibsd,1=酬
wjfg,1=挽
vamv,1=札
vjmh,1=栈
gudq,1=雇
juxs,1=惧
tkcg,1=萄
dugh,1=笃
vizx,1=痣
tyyd,1=霆
qxbo,1=窃
yihh,1=颐
vuop,1=蛛
yubd,1=寓
nxjp,1=镍
vamb,1=榨
lakh,1=喇
lyit,1=绫
lovw,1=骆
zokr,1=唑
ikjx,1=钞
vrfv,1=撰
rsmb,1=榕
ceho,1=厕
bmcr,1=鞭
uuwp,1=孰
wjpb,1=皖
hsqc,1=烘
vhmh,1=杖
kumf,1=枯
ykjy,1=钥
jycy,1=菁
vjuc,1=湛
mzww,1=玫
iizk,1=痴
yjhq,2=焉
klmh,1=楷
jtcr,1=蕨
ujfw,1=擅
ldlw,1=晾
ynzx,1=瘾
lkrt,1=佬
liht,1=厘
ynup,1=淫
dojo,1=剁
yycn,1=莺
jdrh,1=僵
fhiw,1=纺
mkpv,2=卯
nmbs,1=碾
dmub,1=淀
bojm,1=钵
ffpo,1=氛
yncy,1=荫
vjlg,1=瞻
hjuf,1=瀚
lgmt,1=棱
xrww,1=璇
yupw,1=毓
rvcx,1=蕊
hrkg,1=唤
hwmr,1=桦
qmsr,1=黔
jcwe,1=郊
tehd,1=忒
viep,1=秩
jynq,1=婧
qdkr,1=呛
hugp,1=弧
cofr,1=挫
wztd,1=畏
ifwd,1=琛
zlfm,1=栽
qisf,1=歧
jiby,1=寂
ssgk,1=嵩
qiuc,1=淇
yywc,1=瑛
ligh,1=笠
yivy,1=驿
mgxc,1=懵
wuhd,2=戊
xcuc,1=潇
latw,1=垃
yiab,1=谊
mosc,1=馍
losg,1=逻
kvuk,1=溃
urmr,1=栓
leyl,1=肋
jitp,1=圾
ffdb,2=粪
bojp,1=铂
vhmw,1=樟
tslw,1=瞳
piso,1=劈
kewh,1=珂
yugb,1=峪
ijjw,1=铲
wouk,1=涡
ouhn,1=鸥
haor,1=蛤
uauh,1=鲨
zbfh,1=揍
qddv,1=羌
xibs,1=硒
yyco,1=萤
mucl,2=暮
dcgp,1=鲷
ujyd,1=膳
tido,1=剃
xpbl,1=旬
nkfh,1=挠
eegk,1=鳄
jmnh,1=奸
xcyy,1=霄
luzn,1=鹭
jujs,1=锯
viyf,1=肢
jujh,1=钜
bclp,1=飙
bjfp,1=扳
fubs,1=斧
crbs,1=窜
uikt,1=嗜
jufb,1=拘
ykap,1=谣
lksw,1=酪
mmgl,1=勉
vbyc,1=肘
svsh,1=髓
hedl,1=褐
xcgw,1=筱
pbwo,1=剖
uunx,1=恕
rshd,1=戎
hvci,1=荟
ersh,1=饵
vifd,1=掷
ifbd,1=宸
uimw,1=柿
lgxs,1=愣
mipv,1=觅
xidt,1=禧
uult,1=墅
vvjr,1=锥
ijod,1=蝉
cjfi,1=掺
dild,1=睇
gefm,1=搁
pxfd,1=撇
yulh,1=昱
xilm,1=晰
wzgi,1=巍
xqkp,1=嗅
yjqg,1=焰
fzhv,1=匪
gfxd,1=艮
pgwq,1=烹
yirl,1=倚
vamp,1=栅
miud,1=泌
uifa,1=誓
xxyl,1=胁
vskh,1=盅
tsrw,1=佟
gjff,1=擀
lmxr,1=怜
qiyw,1=脐
tkhp,1=韬
sknp,1=嫂
bugc,1=簿
hjql,1=焊
yklv,1=曜
igvh,1=丞
luxs,1=庐
yiyh,1=胰
nkxw,1=恼
yjln,1=晏
fjbp,1=贩
butp,1=埠
xqdh,1=羞
tjzq,2=瘫
xdmg,1=橡
voqb,1=灼
koxe,1=廓
qycf,1=擎
jmub,1=溅
lqww,1=琉
mydb,1=冥
xigd,1=玺
zkzk,1=躁
wutp,1=坞
qidp,1=祈
wjqb,1=烷
midj,1=幂
chur,1=沧
gshu,1=汞
jmrr,1=俭
lugs,1=鲈
mjlc,1=瞒
bzck,1=蓓
kpfs,1=捆
buxh,1=怖
qibh,1=砌
qitl,1=埼
jibj,1=矶
ybki,1=呦
xqje,1=锈
rvcd,1=芮
jisj,1=饥
wjbv,2=宛
xckv,1=啸
hlwr,1=亥
jxnh,1=婕
vswd,1=衷
mbiv,1=缪
gwbo,1=寡
yauh,1=涯
dkfp,1=捣
yuql,1=煜
xmdr,1=羡
mouc,1=漠
igrx,1=惩
ljus,1=滥
dlrg,1=岱
nsyd,1=脓
sivv,1=巳
yrdd,1=冤
yhud,2=漾
bacv,2=靶
qwur,1=洽
yupb,1=舆
sisv,1=饲
lsuh,1=泷
fhyw,1=肪
ssrx,1=怂
ihrl,1=倡
jtav,1=诀
bixv,1=庇
kwtl,1=垮
uumh,1=枢
ybms,1=柚
xpuv,1=汛
kdhv,1=匡
uody,1=朔
igeh,1=秤
puul,1=瀑
jqpq,1=灸
hymp,1=槐
fzsh,1=翡
lxkh,1=咧
vkao,1=诏
susm,1=粟
dvyx,1=怼
dgzv,1=蹬
purs,1=仆
qqhd,2=裘
xpcq,1=薰
pkdb,1=袍
uhqw,1=熵
jumt,1=桔
nymb,1=柠
yumr,1=榆
vhuw,1=漳
ssav,1=诵
qrsc,1=醛
jicl,1=藉
yeqr,1=烨
nsrd,1=侬
ynpi,1=胤
iipd,1=斥
xiup,3=汐
hvqr,1=烩
cvfg,1=摧
yahn,1=鸦
dglv,1=瞪
xcvh,1=骁
ffxf,1=愤
yjmg,1=檐
lqpg,1=遛
vfyd,2=朕
dakc,1=嗒
ancb,1=鞍
vizs,1=趾
ssab,1=讼
yakd,1=吖
tlyl,1=肽
pzyh,1=胚
jqwp,1=玖
ruhc,1=辱
uiso,1=蚀
zizw,1=孜
dlvg,1=逮
yakh,2=哑
vbbh,1=宙
uubf,1=赎
ybsh,2=酉
qipv,2=乞
wjhh,1=顽
nqjv,1=钮
ufil,1=绅
xrzs,1=癣
dmgb,1=巅
jccq,1=蕉
iyzg,1=踹
vhww,1=璋
aoqw,1=敖
iudt,1=褚
myck,1=茗
pjdp,1=叛
gbck,1=苟
vfds,1=祯
qnby,1=寝
dxpg,1=迭
cjho,1=蚕
bhjw,1=镑
bhrw,1=傍
kjcl,1=勘
hdjw,1=凰
bigh,1=弼
qcxs,1=悄
klxg,1=恺
gshj,1=巩
licl,1=荔
waut,1=洼
jqfe,1=揪
mcuu,1=淼
eenp,1=娥
idzv,1=疮
jciw,1=绞
ukwo,1=韶
qiuw,1=泣
uuxq,1=庶
ghyh,1=肛
jyuv,1=泾
hkck,1=蒿
wzsc,1=尉
gjgf,1=竿
fjjp,1=幡
gvag,1=诡
iuwt,1=畜
lush,1=颅
fufg,1=拂
guuf,1=沽
dkzp,1=蹈
kvsk,1=馈
hkop,1=蚝
ukks,1=哨
djhd,1=耽
lhwd,1=琅
xiom,1=蜥
lumv,1=麓
whwn,1=妄
vucm,1=茱
sihv,2=肆
cvcf,1=萃
tilo,1=剔
vier,1=稚
eeop,1=蛾
qnri,1=禽
ihsw,1=敞
dcvh,1=刁
zkss,1=凿
svip,1=绥
doet,1=堕
hsug,1=泓
ysrp,1=佣
yuel,1=隅
vich,1=芷
pakf,1=啪
vjgs,1=崭
jmch,1=菅
lycd,1=苓
tovb,1=驼
uggq,1=笙
lydr,1=羚
jucb,1=鞠
lvrk,1=侣
krsb,1=髋
hjlf,1=旱
wumh,1=梧
qmjc,1=钳
uihf,2=豉
hjxh,1=憾
dgvj,1=凳
kjms,1=槛
dbet,1=陡
sved,1=隧
tuej,1=秃
yuzd,1=瘀
suud,1=溯
vfzp,1=疹
xiex,1=隙
yyok,1=蝇
dpjh,1=钝
qimv,1=杞
bazv,1=疤
lnrb,1=赁
fhnw,1=妨
herh,3=颌
bkwd,1=褒
bnib,1=缤
qnfr,1=擒
qmdg,1=歉
jddm,1=桨
kubg,1=窟
vkjo,1=钊
ikkf,1=嘲
boyf,1=脖
tiil,1=缇
xiss,1=犀
xqup,1=溴
cofl,1=撮
jncp,1=靳
xmnm,1=娴
pith,1=毗
jcvp,1=骄
yuvy,1=驭
jxdl,1=羯
rsqb,1=熔
mjgl,1=鳗
jxwl,1=竭
hvcx,1=蕙
lvid,1=缕
ytwy,1=玥
bhoh,1=蚌
kvbv,1=窥
zhhd,1=臧
ffub,1=汾
wzut,1=渭
ltfw,1=掠
yjth,2=堰
tlul,1=汰
iihs,1=耻
fuoh,1=蝠
rfpt,1=壬
qulq,1=瞿
ubvb,1=狩
ipmh,1=椿
bovc,1=驳
vgfv,1=拯
ibip,1=绸
bisd,1=璧
pkbo,1=刨
dxac,1=谍
qigv,1=岂
grmb,1=棺
ljms,1=榄
vbsh,1=昼
sbkp,1=嗖
cvdw,1=粹
nmch,1=廿
tjsf,1=覃
iugr,1=雏
livl,1=狸
lbfd,1=搂
gahs,1=尬
uiad,1=谥
fupp,1=孵
lseh,1=陇
dmdl,1=奠
yacv,1=轧
kdgv,1=筐
jmfh,1=拣
vfms,1=桢
gbtp,1=垢
lkkc,1=唠
yuuw,1=淤
lnwk,1=吝
bcnq,1=婊
ldaw,1=谅
uikg,1=噬
yjbs,1=砚
mgjz,1=锰
qqsr,1=囚
jcst,1=酵
mgmc,1=檬
ffmq,1=焚
tvdx,1=褪
luus,1=泸
gjch,2=苷
yikh,1=咦
xpcl,1=荀
vgjg,1=铮
mkmx,1=懋
xuhd,1=戌
pgyt,1=膨
xwhv,1=匣
jpui,1=浚
dinw,1=嫡
jmum,1=涧
vviy,1=缀
yivc,2=彝
hjfh,2=撼
vuut,1=渚
gkpf,1=皋
dult,1=睹
xmcs,1=藓
qixc,1=麒
vuup,1=洙
mult,1=睦
vuap,1=诛
lndw,1=凛
ypgh,1=筠
pzyj,1=霈
wzth,1=圩
yiiy,1=绎
yjnh,2=嫣
puck,1=菩
mocm,1=茉
dpsv,1=囤
jwhh,1=颊
kech,1=轲
mmlv,2=冕
lgms,1=楞
jsqs,1=炯
yiwv,1=翊
jifh,1=戟
tjpq,1=毯
gvwp,1=瑰
mhcu,1=茫
gjmc,1=柑
xxol,1=蝎
vedv,1=褶
tpyh,1=豚
kygl,1=筷
vofv,1=拙
xmsp,1=酰
sprf,1=隼
xuts,1=墟
qxwn,1=妾
ieuw,1=澈
aoqh,1=鳌
ijwh,1=颤
qcfp,1=撬
wuvh,1=毋
puws,1=璞
vizc,1=痔
jmah,1=谏
sarh,1=仨
popp,1=魄
nkwv,1=瑙
hktw,1=壕
lquw,2=浏
bgiy,1=绷
toub,1=沱
wuhv,2=兀
pjvb,1=磐
xuvy,1=胥
puks,1=噗
lzkc,1=嘞
