dep,1=的
hkdv,1=毫
kjhs,1=刊
iihh,1=翅
yjkk,1=咽
cihd,1=磁
lihp,2=厉
yifp,1=抑
yanh,1=娅
jrnk,1=娟
vump,1=株
ijdd,1=禅
zbhd,1=奏
xnjd,1=锌
ypph,1=匀
mivp,1=弥
nunv,1=奴
vjpa,1=詹
hkld,1=昊
hyur,1=淮
tupt,1=徒
yudr,1=於
uwhn,1=耍
hjds,1=罕
lush,1=卤
timd,1=梯
yuda,1=誉
xrqd,1=炫
bufh,1=捕
pgcg,1=蓬
bmdc,1=扁
kodk,1=阔
tjuv,1=滩
yuxr,1=愉
kfks,1=啃
sgrd,1=僧
yhds,3=痒
yurs,1=俞
tgyd,2=滕
wlhh,1=歪
zpdg,1=遵
lvvd,1=驴
jddu,1=浆
grvr,1=贯
powp,1=珀
wuxh,1=悟
fush,2=赋
ditl,1=堤
gscx,1=恭
bjfp,2=扮
yafl,1=押
yjhh,2=雁
hshd,1=轰
ssph,1=颂
lvus,1=滤
iivv,1=驰
tphv,1=屯
zkqk,1=燥
anyb,1=胺
nydp,1=凝
vfmd,1=枕
lluh,1=濑
dlrq,1=黛
zjfp,1=攒
iivd,1=尺
ljsv,1=览
ykwp,1=瑶
mcfc,1=描
ybph,1=犹
kakv,1=咖
yrfp,1=援
spgp,1=笋
lvpu,1=氯
xncs,1=薪
sveh,1=穗
zidv,1=籽
tjrr,1=贪
qiwh,1=琦
ivjp,1=锤
ugik,1=绳
ndhd,1=酿
ookp,2=噢
ntsh,1=虐
jqiv,1=纠
bfgh,1=笨
piyp,1=脾
yuwr,1=瑜
ggmh,1=梗
djpq,1=氮
jmhh,1=碱
yuup,1=渔
xqds,1=袖
rurh,1=儒
bfch,1=苯
mzhd,1=霉
lxpc,1=猎
lodl,1=裸
eekv,1=鄂
hktv,1=郝
mmsv,1=眠
byqh,1=炳
lkbs,1=牢
lcfh,1=撩
zkhd,1=枣
uais,1=纱
uuhp,1=殊
vedg,2=遮
zkdh,1=糟
nxhd,1=聂
djap,1=诞
wzxr,1=惟
ybrx,1=悠
ybss,1=幽
pazp,1=趴
yivd,2=矣
nmes,1=黏
vsdd,1=冢
ihrs,1=偿
uuso,1=蜀
yrnp,1=媛
tush,1=凸
hdlv,1=晃
vhsp,2=帐
bkyp,1=胞
bhih,1=绑
ykbs,1=窑
yjnh,1=妍
jxtv,1=劫
hlku,1=嗨
xtss,1=削
ynpp,2=殷
cisl,1=赐
pucd,1=葡
vdmd,1=桩
pgmy,1=棚
waot,1=蛙
naks,1=呐
ipud,1=淳
xmyp,1=腺
lnhm,1=霖
iddh,1=闯
jydh,2=靖
yuup,2=浴
yuvp,1=豫
khfh,1=扛
rfvd,1=刃
yysn,1=婴
xiym,1=膝
jumv,1=橘
ykhv,1=尧
qmrh,1=倩
typp,1=艇
cjqs,1=灿
lnhd,1=磷
bghu,1=泵
hskc,1=哄
xyyl,1=腥
dbdh,1=痘
bgsy,1=崩
uush,1=竖
csrh,1=丛
fuhd,3=甫
yemh,1=椰
hdqp,1=煌
xxlp,1=歇
tsgk,1=筒
yrup,1=渊
dbpv,1=兜
zkkk,1=噪
cphv,1=邨
ybae,1=诱
bovs,1=剥
mndo,1=闽
xuxp,1=恤
zhcc,1=葬
hjhr,1=翰
hrqp,1=焕
uivp,1=尸
xymk,1=杏
vhyp,1=胀
chcv,1=苍
yjyh,1=腌
ookv,1=喔
pucd,2=蒲
pzsd,2=裴
tspp,1=彤
qmjp,1=铅
rbfv,1=揉
rkfh,1=扰
layc,1=腊
fapd,1=乏
bmda,1=辩
qtsh,1=雀
kjtc,1=堪
xxuc,1=泄
xixc,1=惜
lhds,1=廊
bzss,1=辈
sikv,1=嗣
uilv,1=匙
hbkr,1=喉
uipd,2=矢
ysud,1=泳
puth,1=埔
suvd,1=肃
zimd,1=梓
gbjp,1=钩
jmsh,2=贱
yidd,4=奕
nirp,2=倪
xqie,1=绣
lihm,1=栗
ffhh,1=奋
ybrh,2=佑
vkpd,2=爪
mmip,1=绵
bmdd,2=辨
gshd,1=龚
cgzd,1=蹭
ibep,1=稠
locd,1=萝
iguv,1=澄
mkpp,1=貌
hvld,1=晖
lucp,1=芦
najs,1=钠
ulgs,1=筛
fufh,2=抚
yrpx,1=怨
uucv,1=蔬
vujh,1=铸
ijid,1=缠
jmvv,1=艰
uivm,1=屎
ghmh,1=杠
yjpu,1=衍
cugd,1=簇
jyhs,2=靓
tatl,1=塌
zsmb,1=棕
jpjp,1=钧
jdvh,1=疆
xipd,1=夕
yhrp,1=仰
zlbs,1=宰
uucl,1=薯
ruck,1=茹
mfqd,1=焖
wzih,1=纬
vhdp,1=彰
kakb,1=喀
mouh,1=沫
lmbs,1=帘
tshs,1=酮
fups,1=氟
uumd,2=梳
bkpp,3=豹
ikvm,1=巢
ujvh,1=陕
vvvt,1=坠
jisd,1=冀
bowv,1=玻
qchh,2=翘
xppq,1=熏
tjdq,1=痰
ypvk,1=陨
vkss,1=罩
tjsq,1=炭
qmch,1=茜
pjsp,1=盼
pjmf,1=攀
mzjd,1=镁
cofd,1=搓
jcfd,1=搅
hfdd,1=痕
ljfd,1=拦
xwsh,1=峡
mzph,1=魅
xild,1=曦
cidv,1=祠
tyuh,1=汀
bmsp,1=贬
ipho,1=蠢
yads,1=丫
bxdx,1=憋
qish,2=岐
popg,1=迫
miad,1=谜
tovb,1=陀
jnac,1=谨
gghh,1=耕
vbpv,1=皱
gvht,1=硅
uaps,1=刹
yuur,1=渝
lvvd,2=履
xurv,1=叙
hdxc,1=慌
bhhd,1=磅
xdhh,2=厢
lvvn,1=屡
wuhh,2=巫
wjnb,1=婉
yihd,1=夷
jcpd,1=饺
tjkv,1=叹
ibrp,1=仇
hekh,2=呵
fjmd,1=樊
uirt,2=侍
aidd,1=哀
nihv,1=匿
lufp,1=撸
juph,1=矩
bypd,3=秉
aorh,1=傲
gypv,1=乖
vihp,2=酯
dyjh,1=钉
bofh,1=搏
pouv,1=泼
wzwh,1=玮
jmzh,1=践
ybps,1=釉
kvcd,1=葵
lipl,1=鲤
yush,1=屿
bacv,1=芭
bjdp,1=瓣
yukr,1=喻
xipv,1=兮
uapq,1=煞
xuch,1=蓄
qudt,1=祛
uifr,1=拾
gghq,1=耿
ljsd,1=岚
qcrp,1=侨
xxpv,2=卸
hvxh,1=恢
uifg,1=逝
yupd,1=禹
jypd,1=鲸
aosh,1=凹
dbbd,1=窦
poup,1=泊
dmhs,1=碘
wzcd,2=蔚
oucd,1=藕
kekd,1=咳
rkph,1=饶
laoc,1=蜡
aifv,1=挨
jwck,1=茄
zkqt,1=灶
hbkv,1=吼
vyfl,1=拽
mmih,1=缅
vbkv,1=咒
hkpp,1=皓
uull,1=暑
gakh,1=嘎
lycd,1=菱
tmph,1=舔
vfrs,1=侦
yikv,1=邑
hodk,1=祸
ivmr,1=椎
ypcd,1=芸
luwz,1=璐
xtcr,1=靴
lbkd,1=喽
pivv,1=屁
yast,1=崖
vofz,1=捉
likl,1=哩
fzsd,1=斐
wufh,1=捂
jwvg,1=迦
xmip,1=纤
shhd,1=丧
xxmh,1=械
basd,1=罢
idsd,1=幢
vhhd,1=丈
lijl,1=锂
mkvp,1=矛
yjfh,1=掩
lzvt,1=垒
svvh,2=隋
jtpd,1=爵
ynbd,1=寅
yucs,1=芋
vfss,1=帧
hrmh,1=桓
qmhp,1=乾
jidy,1=脊
zltd,2=哉
rsih,1=绒
yskd,1=咏
xmfp,1=掀
dmph,1=甸
mckc,1=喵
mndd,1=闵
zkcm,1=藻
ckdp,1=糙
gsfc,1=拱
liwd,1=璃
jdhv,1=匠
qcrs,1=俏
xnlp,1=昕
yidd,5=疫
topn,1=妥
hgkd,1=哼
skvv,1=骚
lnfr,1=拎
bymh,1=柄
lxsp,1=劣
lprv,1=仑
jihh,1=棘
somv,1=梭
tlck,1=苔
ifdh,1=衬
fups,2=阜
ypch,1=蕴
tljh,1=钛
ufuv,1=渗
vaph,1=乍
qicp,1=欺
qihd,2=戚
vhrh,1=仗
dujd,1=镀
gerp,1=鸽
juqv,1=焗
kbbd,1=寇
viuc,1=滞
xyhv,1=邢
pivd,2=辟
vgsp,1=睁
yusd,1=虞
ljfs,1=揽
jtfv,1=掘
fftd,1=坟
jysh,1=睛
jmhp,1=歼
xddd,2=襄
ysdh,1=雍
ljud,1=澜
pzuh,1=沛
mikd,1=咪
garv,1=伽
lmjd,1=镰
upsp,1=瞬
wjyb,1=腕
jxcs,2=芥
hzks,1=嘿
ggdd,1=羹
qncs,1=芹
yinh,1=姨
jchr,1=礁
eekh,1=呃
gpml,1=棍
qmsr,1=嵌
anpn,1=氨
bzps,1=卑
yiod,1=蚁
xxud,1=泻
cisr,1=雌
mzcd,1=莓
andv,1=庵
lnpd,1=鳞
keul,1=渴
tpvy,1=臀
xxvy,1=屑
grcv,1=莞
zkuk,1=澡
uehl,1=奢
jchp,1=轿
igld,1=晟
gejp,1=铬
fadd,1=阀
yjuh,1=淹
fzys,1=腓
vouo,1=浊
ikqs,2=焯
kbfh,1=抠
bcsp,1=彪
nofv,1=挪
nyfb,1=拧
hohx,1=惑
upps,1=舜
mbvs,1=牟
hvxp,1=悔
lcbd,1=寮
ziuh,1=渍
jnss,1=巾
aihl,1=碍
rjst,1=冉
xwph,1=狭
gvtt,1=圭
yjhd,1=厌
blrh,1=佰
tjmd,1=檀
jnmc,1=槿
dptd,1=墩
xiqp,1=烯
zuds,2=卒
xmpj,1=衔
tizd,1=蹄
wzqh,1=炜
juvp,1=驹
liuh,1=沥
gwts,1=卦
qnux,1=沁
hppl,1=昏
yrth,1=垣
qwfp,1=掐
yjdh,2=阎
vipl,2=旨
fjmd,2=梵
muum,1=沐
vkds,1=肇
jpsv,1=峻
dmuh,1=滇
pikp,1=啤
fuph,1=孚
vkuv,1=沼
bgzs,1=蹦
ijpp,1=馋
ysds,1=庸
pidd,1=疲
seuv,1=涩
dmhh,1=颠
wfud,1=汶
ggdd,2=庚
kvps,1=魁
dxkp,1=嗲
xdjd,1=镶
jycs,1=荆
hpcs,1=荤
qmkg,1=遣
mjcd,1=蔓
tsfv,1=捅
yulx,1=愚
zszb,1=踪
thsm,1=棠
digh,1=笛
divh,1=翟
vfhh,1=甄
mlht,1=霾
bidc,1=弊
ybdh,1=祐
keht,1=磕
ffhp,1=酚
yitd,1=懿
zkpv,1=皂
ynkr,1=吟
yujw,1=钰
movh,1=陌
cfsv,1=岑
xicl,1=昔
mxkd,1=咩
xchs,1=硝
yjdh,3=闫
modd,2=麽
jych,1=茎
mznv,1=媚
rfhv,1=韧
gjdp,1=赣
wzvx,1=慰
yupa,1=狱
wadh,1=袜
hpud,1=浑
vaap,1=诈
lkqp,1=烙
bjvp,1=阪
livu,1=隶
totb,1=坨
xxah,1=谐
mcsc,1=瞄
qidv,1=祁
sidv,1=祀
kjrk,1=侃
jnwc,1=瑾
qidc,2=祺
fzuv,1=沸
dojv,1=铎
vjhh,1=盏
dykh,1=叮
vihh,2=殖
lihd,2=吏
yedv,1=冶
cohl,1=厝
tuvl,1=屠
irks,2=喘
drjp,1=锻
yrpt,1=猿
vfhh,2=臻
pjsd,1=畔
blpp,1=掰
vbvh,1=骤
yncd,1=茵
ynnk,1=姻
vads,1=闸
qiih,1=绮
qcsr,1=瞧
fzks,1=啡
nqnv,1=妞
lbdn,1=娄
xrch,1=萱
ujpd,1=鳝
ibhd,1=酬
wjfp,1=挽
vamv,1=札
vjmh,1=栈
gudh,1=雇
juxs,1=惧
tkcs,1=萄
dugh,1=笃
vidx,1=痣
tyhd,1=霆
qxbp,1=窃
yihh,1=颐
vuop,1=蛛
yubd,1=寓
nxjp,1=镍
vamb,1=榨
lakh,1=喇
lyit,1=绫
lovp,1=骆
zokr,1=唑
ikjs,1=钞
vrfv,1=撰
rsmb,1=榕
cehs,1=厕
bmcr,1=鞭
uudp,2=孰
wjpb,1=皖
hsqc,1=烘
vhmh,1=杖
kumh,1=枯
ykjy,1=钥
jycy,1=菁
vjuc,1=湛
mzwp,1=玫
iidk,1=痴
yjhq,1=焉
klmh,1=楷
jtcr,1=蕨
ujfd,1=擅
ldld,1=晾
yndx,1=瘾
lkrt,1=佬
liht,1=厘
ynup,1=淫
dops,1=剁
yych,1=莺
jdrh,1=僵
fhid,1=纺
mkpv,2=卯
nmhv,1=碾
dmub,1=淀
bojm,1=钵
ffpp,2=氛
yncy,1=荫
vjsp,1=瞻
hjuh,2=瀚
lgmt,1=棱
xrwd,1=璇
yupd,2=毓
rvcx,1=蕊
hrkp,1=唤
hwmr,1=桦
qmsr,2=黔
jcdv,2=郊
tehd,1=忒
viep,1=秩
jynh,1=婧
qdkr,1=呛
huvp,1=弧
cofr,1=挫
wzsd,1=畏
ifwd,1=琛
zltd,3=栽
qish,3=歧
jibd,1=寂
sssk,1=嵩
qiuc,1=淇
yywc,1=瑛
ligh,1=笠
yivv,4=驿
mgxc,1=懵
wuhd,2=戊
xcuc,1=潇
latd,1=垃
yiab,1=谊
mopc,1=馍
losg,1=逻
kvuk,1=溃
urmr,1=栓
leyv,1=肋
jitp,1=圾
ffdd,1=粪
bojp,1=铂
vhmd,1=樟
tssd,1=瞳
pivp,1=劈
kewh,1=珂
yusp,1=峪
ijjd,1=铲
wouk,1=涡
ouhp,2=鸥
haor,1=蛤
uauh,1=鲨
zbfh,1=揍
qddv,1=羌
xihh,2=硒
yyco,1=萤
mucl,1=暮
dcpp,1=鲷
ujyd,1=膳
tids,1=剃
xppl,1=旬
nkfh,1=挠
eepk,1=鳄
jmnh,1=奸
xchy,1=霄
luzh,1=鹭
jujv,1=锯
viyh,1=肢
jujh,1=钜
bchp,1=飙
bjfp,3=扳
fups,3=斧
crbs,1=窜
uikt,1=嗜
jufp,1=拘
ykap,1=谣
lkhp,1=酪
mmpv,2=勉
vbyh,1=肘
svsh,1=髓
hedl,1=褐
xcgd,2=筱
pbds,1=剖
uunx,1=恕
rshd,1=戎
hvcd,1=荟
erph,1=饵
vifd,1=掷
ifbd,1=宸
uimd,1=柿
lgxs,1=愣
mipv,1=觅
xidt,1=禧
uult,1=墅
vvjr,1=锥
ijod,1=蝉
cjfv,1=掺
disd,1=睇
gefd,1=搁
pxfd,1=撇
yulh,1=昱
xilm,1=晰
wzsd,2=巍
xqkp,1=嗅
yjqp,1=焰
fzhv,1=匪
gfvd,1=艮
pgdq,1=烹
yirh,1=倚
vamp,1=栅
miux,1=泌
uifa,1=誓
xxyv,1=胁
vskh,1=盅
tsrp,1=佟
gjfh,1=擀
lmxr,1=怜
qiyd,1=脐
tkhp,1=韬
sknp,1=嫂
bugd,1=簿
hjql,1=焊
yklv,1=曜
igvh,1=丞
ludp,1=庐
yiyh,1=胰
nkxd,1=恼
yjln,1=晏
fjsp,2=贩
butp,1=埠
xqdt,1=羞
tjdh,1=瘫
xdmp,1=橡
voqp,1=灼
kods,1=廓
qycf,1=擎
jmus,1=溅
lqwd,1=琉
mydd,1=冥
xipd,2=玺
zkzk,1=躁
wutp,1=坞
qidp,2=祈
wjqb,1=烷
mids,1=幂
chur,1=沧
gshu,1=汞
jmrr,1=俭
lups,1=鲈
mjsc,1=瞒
bzck,1=蓓
kpfk,1=捆
buxh,1=怖
qihh,1=砌
qith,1=埼
jihp,1=矶
ybki,1=呦
xqje,1=锈
rvcd,1=芮
jipp,1=饥
wjbv,2=宛
xckv,1=啸
hldr,1=亥
jxnh,1=婕
vsdd,2=衷
mbiv,1=缪
gwbp,1=寡
yauh,1=涯
dkfp,1=捣
yuql,1=煜
xmdr,1=羡
mouc,1=漠
igpx,1=惩
ljus,1=滥
dlrs,1=岱
nsyd,1=脓
sivv,1=巳
yrdd,1=冤
yhud,2=漾
bacv,2=靶
qwur,1=洽
yupd,3=舆
sipv,1=饲
lsuh,1=泷
fhyd,1=肪
ssrx,1=怂
ihrl,1=倡
jtav,1=诀
bidv,1=庇
kwth,1=垮
uumh,1=枢
ybms,1=柚
xpuv,1=汛
kdhv,1=匡
uody,1=朔
igeh,1=秤
puul,1=瀑
jqpq,1=灸
hymp,1=槐
fzsh,1=翡
lxkh,1=咧
vkav,1=诏
suhm,1=粟
dvvx,1=怼
dgzv,1=蹬
purs,1=仆
qqhd,2=裘
xpcq,1=薰
pkdp,1=袍
uhqd,1=熵
jumt,1=桔
nymb,1=柠
yumr,1=榆
vhud,1=漳
ssav,1=诵
qrhc,1=醛
jicl,1=藉
yeqr,1=烨
nsrd,1=侬
ynpi,1=胤
iipd,1=斥
xiup,3=汐
hvqr,1=烩
cvfs,1=摧
yahp,2=鸦
dgsv,1=瞪
xcvh,1=骁
ffxh,1=愤
yjmp,1=檐
lqpg,1=遛
vfyd,1=朕
dakc,1=嗒
ancb,1=鞍
vizs,1=趾
ssap,1=讼
yakd,1=吖
tlyh,1=肽
pzyh,1=胚
jqwp,1=玖
ruhd,1=辱
uipo,1=蚀
zivp,1=孜
dlvg,1=逮
yakh,2=哑
vbbh,1=宙
uush,2=赎
ybhh,1=酉
qipv,2=乞
wjhh,1=顽
nqjv,1=钮
ufil,1=绅
xrds,1=癣
dmsr,1=巅
jccq,1=蕉
iyzs,1=踹
vhwd,1=璋
aohp,1=敖
iudt,1=褚
myck,1=茗
pjdp,1=叛
gbck,1=苟
vfds,1=祯
qnbd,1=寝
dxpg,1=迭
cjho,1=蚕
bhjd,1=镑
bhrd,1=傍
kjcv,1=勘
hdpw,2=凰
bivh,1=弼
qcxs,1=悄
klxs,1=恺
gshp,2=巩
licp,1=荔
waut,1=洼
jqfe,1=揪
mcuu,1=淼
eenp,1=娥
iddv,1=疮
jcid,1=绞
ukdv,1=韶
qiud,1=泣
uudq,2=庶
ghyh,1=肛
jyuv,1=泾
hkck,1=蒿
wzvh,2=尉
gjgs,1=竿
fjsp,3=幡
gvap,1=诡
iudh,1=畜
lush,2=颅
fufv,1=拂
guuh,1=沽
dkzp,1=蹈
kvpk,1=馈
hkop,1=蚝
ukks,1=哨
djhd,1=耽
lhwd,1=琅
xiom,1=蜥
lumv,1=麓
whdn,1=妄
vucm,1=茱
sihv,2=肆
cvcs,1=萃
tils,1=剔
vier,1=稚
eeop,1=蛾
qnrd,1=禽
ihsp,1=敞
dcvh,1=刁
zkss,1=凿
svip,1=绥
dovt,1=堕
hsuv,1=泓
ysrp,1=佣
yuvl,1=隅
vich,1=芷
pakf,1=啪
vjss,1=崭
jmch,2=菅
lycd,2=苓
tovb,2=驼
uggh,1=笙
lydr,1=羚
jucp,1=鞠
lvrk,1=侣
krsb,1=髋
hjls,1=旱
wumh,1=梧
qmjc,1=钳
uihh,2=豉
hjxh,1=憾
dgvv,2=凳
kjms,1=槛
dbvt,1=陡
svvd,1=隧
tuev,1=秃
yudd,1=瘀
suud,1=溯
vfdp,1=疹
xivs,1=隙
yyok,1=蝇
dpjh,1=钝
qimv,1=杞
badv,1=疤
lnrr,1=赁
fhnd,1=妨
herh,3=颌
bkdd,1=褒
bnib,1=缤
qnfr,1=擒
qmdp,1=歉
jddm,1=桨
kubs,1=窟
vkjs,1=钊
ikkh,1=嘲
boyh,1=脖
tiil,1=缇
xivs,2=犀
xqup,1=溴
cofl,1=撮
jncp,1=靳
xmnd,2=娴
pish,1=毗
jcvp,1=骄
yuvv,2=驭
jxdl,1=羯
rsqb,1=熔
mjpl,1=鳗
jxdl,2=竭
hvcx,1=蕙
lvid,1=缕
ytwy,1=玥
bhoh,1=蚌
kvbv,1=窥
zhhd,1=臧
ffup,1=汾
wzus,1=渭
ltfd,1=掠
yjth,2=堰
tluh,1=汰
iihs,1=耻
fuoh,1=蝠
rfpt,1=壬
qush,2=瞿
ubpb,1=狩
ipmh,1=椿
bovp,1=驳
vgfv,1=拯
ibip,1=绸
bivd,2=璧
pkps,1=刨
dxac,1=谍
qisv,1=岂
grmb,1=棺
ljms,1=榄
vbvh,2=昼
sbkp,1=嗖
cvdd,2=粹
nmch,1=廿
tjhs,2=覃
iupr,1=雏
lipl,2=狸
lbfd,1=搂
gahs,1=尬
uiad,1=谥
fupp,1=孵
lsvh,1=陇
dmdd,1=奠
yahv,1=轧
kdgv,1=筐
jmfh,1=拣
vfms,1=桢
gbtp,1=垢
lkkc,1=唠
yuud,1=淤
lndk,1=吝
bcnh,1=婊
ldad,1=谅
uikg,1=噬
yjhs,1=砚
mgjv,1=锰
qqsr,1=囚
jcht,1=酵
mgmc,1=檬
ffmq,1=焚
tvdv,1=褪
luus,1=泸
gjch,2=苷
yikh,1=咦
xpcl,1=荀
vgjp,1=铮
mkmx,1=懋
xuhd,1=戌
pgyt,1=膨
xwhv,1=匣
jpuv,1=浚
dind,1=嫡
jmud,1=涧
vviv,1=缀
yivc,2=彝
hjfh,1=撼
vuut,1=渚
gkps,1=皋
dust,2=睹
xmcs,1=藓
qidc,3=麒
vuup,1=洙
must,1=睦
vuap,1=诛
lndd,2=凛
ypgh,1=筠
pzhs,1=霈
wzth,1=圩
yiiv,1=绎
yjnh,2=嫣
puck,1=菩
mocm,1=茉
dpsv,1=囤
jwhh,1=颊
kehh,1=轲
mmlv,1=冕
lgms,1=楞
jsqs,1=炯
yidv,1=翊
jihh,2=戟
tjpq,1=毯
gvwp,1=瑰
mhcv,2=茫
gjmc,1=柑
xxol,1=蝎
vedv,1=褶
tpyh,1=豚
kygd,1=筷
vofv,1=拙
xmhp,1=酰
sprs,1=隼
xuts,1=墟
qxdn,1=妾
ieud,1=澈
aohh,1=鳌
ijdh,1=颤
qcfp,1=撬
wuvh,1=毋
puws,1=璞
vidd,2=痔
jmah,1=谏
sarh,1=仨
popp,1=魄
nkwv,1=瑙
hktd,1=壕
lqud,2=浏
bgiy,1=绷
toub,1=沱
wuhv,2=兀
pjpk,1=磐
xuvy,1=胥
puks,1=噗
lzkc,1=嘞
lqmp,2=榴
lsfh,1=拢
puuh,2=溥
khdd,1=糠
dckv,1=叼
jrdh,1=眷
qtdr,1=阙
bhyd,1=膀
lukp,1=噜
ujus,1=汕
ibse,1=瞅
bicd,1=蔽
mkjc,1=锚
jqsh,1=韭
sows,1=琐
iyfs,1=揣
yjwq,1=琰
xitq,1=熹
vett,1=喆
hdac,1=谎
ugpp,1=牲
yplp,1=昀
ykph,1=舀
enfk,1=摁
lyrr,1=伶
vuqo,1=烛
yiup,1=沂
xuks,1=嘘
jmco,1=茧
hvsh,1=贿
iiqk,1=炽
lahs,1=剌
hyzl,1=踝
xipd,3=奚
anjb,1=铵
mzuv,1=湄
kdld,1=旷
sius,1=泗
ybjs,1=铀
guhs,1=辜
fjch,2=蕃
xndp,2=歆
llsh,1=睐
rsch,1=茸
bmdi,1=辫
jcpp,1=矫
jqpp,1=舅
xcby,1=宵
birp,1=俾
iljv,1=钗
xuni,1=絮
gvdt,1=闺
lpir,1=纶
kepv,1=氪
furd,1=俯
kexp,1=恪
wukp,1=呜
ybdd,1=疣
bkvp,1=孢
pchp,2=瓢
pgut,1=澎
mnwv,1=珉
lrdj,1=銮
uhsd,1=裳
bakp,1=叭
zowh,1=琢
juks,1=咀
lpur,1=沦
kpwl,1=琨
jrrd,1=倦
bkcm,1=葆
yidc,1=弈
wzcs,1=苇
whmw,1=枉
diup,1=涤
kljs,1=铠
lmrp,1=敛
pids,1=癖
jrrp,1=隽
lies,2=犁
rpdw,1=闰
ysvs,1=甬
rhtd,1=壤
lsht,1=垄
vfmh,1=榛
misd,1=眯
gkpv,1=郜
cspd,1=匆
lojs,1=锣
zsdb,1=粽
nunv,2=弩
vipq,1=炙
dopb,1=舵
mhcc,1=莽
jieh,2=稽
tmxp,1=恬
jivs,1=骥
wzqs,1=煨
uerd,1=佘
pghy,1=硼
pnnb,1=嫔
mzlh,1=昧
bukh,1=哺
wzcn,1=萎
luhv,1=碌
oukh,1=呕
qitl,1=耆
uuls,1=曙
lshh,1=聋
urfr,1=拴
bhup,1=浜
qcbv,1=窍
ljis,1=缆
mnld,1=旻
ukms,1=梢
qddv,2=羟
ufhl,1=砷
yisv,1=贻
bmdd,3=卞
gukh,1=咕
hkud,1=濠
xinp,1=媳
pypp,1=乒
slps,1=鳃
mxvv,1=乜
moac,1=谟
gjhh,1=尴
xpvp,1=驯
jtsv,1=崛
xiqp,2=熄
hvhc,1=卉
yjqq,2=焱
iois,1=绰
qyhh,1=顷
bkcv,1=苞
bazh,1=跋
erhd,1=贰
iaps,2=岔
xrjd,1=铉
yihp,1=轶
jndm,1=襟
uuuh,1=漱
gujh,1=钴
fuep,1=馥
iact,1=茬
iumh,1=橱
vjib,1=绽
bzqd,1=焙
xukh,1=吁
puyh,1=脯
klxv,1=慨
qccs,1=鞘
qcmr,1=樵
hvkv,1=喙
hjxl,1=悍
jmsr,1=睑
ybcd,1=莜
hjlr,1=晗
bnus,1=濒
jpwv,1=珺
xxad,1=燮
bouh,1=渤
lekv,1=叻
dkxs,1=悼
kwyh,1=胯
lire,1=俐
kvhh,1=盔
lrdm,1=栾
ykpy,1=肴
ahsh,1=盎
qrcw,1=荃
kvxp,1=愧
fuih,1=缚
eecd,1=莪
zinp,1=姊
fzis,1=绯
slys,1=腮
podp,1=粕
jihs,3=霁
zodp,1=祚
yyud,1=瀛
kkft,1=拷
uoqp,1=烁
midh,1=靡
rhkd,1=嚷
uifh,1=拭
yuar,1=谕
wore,1=倭
lkuc,1=涝
juqh,1=炬
jrik,1=绢
tixl,1=惕
bxdv,1=瘪
xwwv,1=瑕
pzkh,1=呸
yruh,2=沅
tiud,1=涕
mupt,1=牡
vusb,1=贮
jcod,1=蛟
dskp,1=咚
lyrv,1=翎
dipv,1=邸
xsps,2=匈
hvah,1=讳
dppg,1=遁
tikd,1=啼
dicq,1=荻
quph,1=躯
xnxp,1=忻
bcdh,1=裱
dcpv,1=貂
viff,1=挚
bjid,1=绊
khdv,1=亢
dukt,1=嘟
dsrs,1=侗
xpvd,2=巽
pith,1=坯
vasp,1=眨
shkv,1=嗓
jcbk,1=窖
niuv,2=溺
hobp,1=豁
yycq,1=荧
gkjd,1=镐
pggg,1=篷
qrjr,1=铨
xcgd,3=箫
yelr,1=晔
njkh,1=喃
tivv,1=屉
lrdh,1=鸾
wujp,1=钨
ybps,2=鼬
dkkv,1=叨
bikh,1=吡
thys,1=膛
qium,2=柒
lofs,1=摞
jywl,1=璟
mujs,1=钼
vgsp,2=峥
jthr,1=厥
fuph,2=釜
tkup,2=滔
iirp,1=侈
irjp,1=钏
uhhp,1=殇
diad,1=谛
ybrs,1=攸
eesp,1=峨
mock,1=蘑
njyh,1=腩
wupv,1=邬
fgap,1=讽
uuut,1=澍
qqpe,1=鳅
jmhd,1=柬
pihh,1=丕
bocd,2=菠
qrar,1=诠
wfwd,1=玟
jqdh,2=鹫
jish,1=畸
jind,1=嫉
lowp,1=珞
ijop,1=蟾
jqpp,2=鸠
xiph,1=牺
pusd,1=圃
kfvt,1=垦
xrip,1=绚
yeyd,1=腋
jxsh,1=睫
lirh,2=俪
ivmp,1=槌
nihv,2=霓
bihv,1=毙
bnhb,1=殡
nhph,1=馕
wfdh,2=瘟
pcnh,1=嫖
kbcd,1=蔻
bops,1=帛
dlrh,2=傣
thus,1=淌
zehr,2=仄
yesv,1=邺
hwvr,1=骅
ckuh,1=漕
yisp,1=屹
gvvd,1=癸
wzui,1=潍
mkhv,1=髦
yhes,1=秧
sbkh,1=嗽
vohp,1=酌
zlsx,1=崽
luuz,1=潞
xidd,1=羲
cidd,2=糍
lyhr,1=聆
iump,1=杵
zrgi,1=纂
vakm,1=喳
fguh,1=沣
jics,2=蓟
yidh,2=祎
xikt,1=嘻
lmwh,1=琏
xxfh,1=挟
hkul,1=灏
qnkh,1=嗪
hlpr,1=氦
ujnp,1=姗
mcus,1=渺
vggs,1=筝
virh,2=侄
mufv,1=拇
lknt,1=姥
bzvv,1=陂
qdqr,1=炝
